content,来访城市,受访城市,来访人姓名,来访人职位,接访人姓名,接访人职位,访问年份,访问时间,访问天数,新闻摘要,是否属于数字政府议题,政策议题
对标先进加快转型升级 谱写深化合作共赢新篇 范波率队赴江苏学习考察和开展投资促进活动并出席昆山·自贡深化产业合作交流会 - 工作动态 - 自贡市政府网站集约化平台。7月3日至5日，市委书记范波率队赴江苏学习考察、开展投资促进活动，并出席昆山·自贡深化产业合作交流会，。昆山市委书记周伟代表昆山市委、市政府，向范波一行来昆考察表示热烈欢迎，向自贡市长期以来对昆山经济社会发展的关心支持表示衷心感谢。。周伟说——自去年8月4日昆山与自贡签署友好合作协议以来，两市大力推动自昆合作走深走实，开启了自昆两地携手合作、共赢未来的新篇章。自贡与昆山虽然山水相隔、相距千里，却有着许多共通点和相似性，特别是在战略机遇、城市发展、精神内涵等方面，充分展现了两地向高而攀、向远而行的共同追求，为两地深化合作交流奠定了广泛而深厚的现实基础。。范波说——我们两年以来4次到访昆山，深刻感受到昆山这座城市日新月异的变化和迅猛发展的势头，对新时代“昆山之路”引领的昆山之变深表敬佩。。以再造产业自贡为总牵引，做强工业压舱石，增添文旅新动力，培育特色农业新优势，加快建设新时代深化改革扩大开放示范城市、现代产业城市、生态文明城市、城乡一体繁荣幸福城市。走好新的赶考之路，把美好蓝图变为现实美景，我们比以往任何时候都更加需要深化与昆山的合作。。在江苏期间，范波一行还前往昆山市中科院安全可控信息技术产业化基地、苏州亿创特智能制造有限公司等考察，学习借鉴苏州及昆山在推动转型升级、夯实产业支撑、优化营商环境等方面的好经验好做法，并与企业负责人就寻求合作机遇、实现互惠共赢交换意见。 范波一行前往苏州亿创特智能制造有限公司考察 市委常委、秘书长、高新区党工委书记陈扬杰，市级相关部门和高新区党工委负责同志参加学习考察和有关投资促进活动。。市委常委、秘书长、高新区党工委书记陈扬杰，市级相关部门和高新区党工委负责同志参加学习考察和有关投资促进活动。,巴中市,金华市,鲜荣生,巴中市市委书记,张健,金华市委副书记、市长,2024,2024-02-22 00:00:00,1.0,召开金华巴中东西部协作暨革命老区重点城市对口合作党政联席会；要进一步理清重点合作领域和方向，推动两地在产业、科技、文化、人才等领域深入合作；坚定走创新驱动、转型升级、高质量发展之路,否,区域规划；宏观经济；贸易金融；科技通信；教育；劳动就业；文化旅游
5月19日，达州市重点产业（轻纺服饰）投资推介会在浙江省杭州市举行。市委副书记、市纪委书记、市监委主任熊隆东出席并讲话。中国服装协会副秘书长杜岩冰到会祝贺。。达州纺织文化历史悠久，产业基础坚实。致力打造中国西部国际服饰产业基地的渠县，已形成“纺织生产——布品印染——服装加工——品牌集聚”全产业链体系。受市委书记邵革军、市长严卫东委托，熊隆东代表市委、市政府和全市700万人民，向参会嘉宾、企业家朋友表示热烈欢迎，对大家长期以来给予达州的关心和支持表示衷心感谢。。熊隆东指出，这次推介会是达州以实际行动落实四川省党政代表团赴浙江学习考察活动要求的务实之举，也是达州推进纺织服饰等重点产业发展迈出的重要一步。当前达州发展逢天时、享地利、得人和，衷心希望广大客商抢抓国内国际“双循环”机遇，加速到达州布局纺织服饰产业。达州将提供优良的营商环境和便捷高效的政务服务，全力支持全国各地客商来达投资兴业，真诚期待更多企业、更多项目落户达州，共同分享达州改革发展红利，共同开创合作发展、互利共赢的美好未来。。会上播放了宣传片《超越期待、共享共赢》，心里程控股、达圣纺织、香港泓任等企业作了交流发言。。当天上午，熊隆东、胡杰一行还走访了浙江达州商会，考察了浙江大地钢结构有限公司等企业。,达州市,杭州市,熊隆东,达州市市委副书记、市纪委书记、市监委主任,,,2020,2020-01-,1.0,对照学习借鉴浙江省在政府体制改革、数字化服务、法治政府建设、新时代民营企业发展等方面的先进经验和做法,是,政府运作；数字政府；司法犯罪；宏观经济
刘坪、罗振华率阿坝州党政代表团前往成都开展感恩回访和学习考察活动认真学习借鉴先进理念和经验做法 携手打造新时代区域协同发展新样板奋力推动新时代稳州兴州各项事业高质量发展_阿坝藏族羌族自治州人民政府。为认真落实省内对口支援帮扶和39个欠发达县域托底性帮扶部署要求，进一步深化成阿两地交流合作，12月18日，阿坝州党政代表团前往成都市开展感恩回访和学习考察活动。省委副书记、成都市委书记施小琳会见省人大常委会副主任、州委书记刘坪一行并参加有关活动。。成都市委副书记、市长王凤朝，州委副书记、州长罗振华，州委副书记杜海洋参加有关活动。。会见中，施小琳代表成都市委、市政府对阿坝党政代表团一行表示欢迎，施小琳说，当前，成都正深入学习贯彻习近平总书记来川视察重要指示精神和中央经济工作会议精神，认真落实省委“四化同步、城乡融合、五区共兴”战略部署，深入实施产业建圈强链行动，一体推进科技创新和科技成果转化，加快构建现代化产业体系，推动“四大结构”优化调整，促进城乡融合、区域协调发展，扩大高水平对外开放，着力保障和改善民生，牢牢守住安全底线，不断擦亮“雪山下的公园城市、烟火里的幸福成都”名片。近年来，阿坝州在生态保护治理、壮大生态经济、深化民族团结等方面取得了显著成绩。推动对口交流、深化成阿合作，既是成都义不容辞的政治责任，也是实现高质量发展的重大机遇。希望双方进一步深化协同联动，在基础设施建设、绿色低碳产业发展、文旅资源激活开发、公共服务共建共享、人才交流互派等领域深化交流合作，促进区域协调发展向更高水平迈进，更好地服务国家战略全局和全省发展大局。。刘坪代表州委、州政府对成都市长期以来给予阿坝的支持帮助表示感谢。他说，成都阿坝既是近邻更是近亲，成阿携手发展历史源远流长。自结对帮扶开展以来，成都坚定扛起先富帮后富的政治责任，真金白银投入、真情实意帮扶马尔康、小金、松潘、九寨沟、黑水5个县（市），为阿坝经济社会高质量发展贡献了智慧和力量。特别是成都市先后选派多名干部人才到阿坝挂职帮扶、智力援助，用真情无私奉献、用真心书写忠诚，在雪域高原续写着对口支援的绚丽篇章，阿坝人民永远铭记、永远感恩。他表示，省委十二届四次全会，作出以县域为重要切入点，扎实推进城乡融合发展的决策部署，这为我们双方加强战略合作指明了新方向、赋予了新内涵。希望双方能立足成都发展优势和阿坝资源禀赋，抓紧抓实抓细对口帮扶各项工作，建立更宽领域、更深层次、更高水平合作机制，持续加强特色农牧业、文化旅游、光伏能源等方面深度合作，进一步强化重大互联互通基础设施交流对接，继续加大“组团式”教育医疗帮扶力度，不断深化城乡融合发展合作，携手开创跨区域协调发展新局面。。考察期间，刘坪、罗振华一行先后前往成都市彭州市、崇州市、大邑县、邛崃市、新津区等地，与当地干部群众深入交流，详细了解成都市在城乡融合发展、乡村振兴、产业培育、文旅融合等方面的先进经验和成功做法。刘坪表示，成都历史悠久、资源富集、人杰地灵，是西部地区产业发展水平最高、产业融合最紧密、科技应用最广泛、城乡融合最好、城乡比差最小地区。此次到成都，是一次学习先进之行，在推进城乡融合发展和乡村全面振兴过程中，要认真学习借鉴成都的先进理念和经验做法，结合阿坝实际，进一步拓展思路、查找短板，有效解决在城乡融合发展和乡村振兴中出现的实际问题，为加快建设现代化新阿坝贡献智慧与力量。。州领导冯宇、李昱隆、旺娜，马尔康市、小金县、松潘县、黑水县、九寨沟县党委主要负责同志，州级相关部门主要负责同志参加考察；成都市领导刘玉泉、杜海波参加有关活动。（记者 陈钊 唐冲 杨栋梁）,阿坝藏族羌族自治州,成都市,刘坪,阿坝州州委书记,施小琳,四川省委副书记、成都市委书记,2018,2018-12-18 00:00:00,1.0,在基础设施建设、绿色低碳产业发展、文旅资源激活开发、公共服务共建共享、人才交流互派等领域深化交流合作；产业培育、文旅融合；,否,区域规划；宏观经济；农林牧渔；文化旅游
由125名师生组成的 “台湾学生天府夏令营活动”交流团将于7月27日至8月1日来川参加夏令营活动。今（27）日中午，交流团将抵达成都。。此次夏令营活动是“天府四川宝岛行”活动成果的体现。通过夏令营活动，促进川台两地师生的沟通交流，增进台湾同胞对四川，特别是地震灾区灾后蓬勃发展、欣欣向荣新四川的了解，增强对祖国大陆的认同。 2010年5月23日至28日，应中国国民党中央委员会邀请，中共四川省委书记刘奇葆率四川参访团到台湾，举办以“感恩致谢、交流合作”为主题的“天府四川宝岛行”活动。前往南投县学习考察台湾“9·21”地震灾后重建经验，是“天府四川宝岛行”活动的一项参访交流内容。活动中，刘奇葆代表四川灾区人民邀请南投县、高雄县、屏东县“9·21”地震灾区和“8·8”风灾灾区的100名中小学生今年暑假到四川参加夏令营，跟四川的小朋友一起交流。刘奇葆说，我相信你们一定会喜欢四川，四川是一个风景秀美、文化深厚的地方，希望你们带着一颗愉快的心去，带着一脸灿烂的微笑回来。 此次来川的“台湾学生天府夏令营活动”交流团，由台湾民意代表马文君女士任团长，团员分别来自南投县埔里小学、大成中学、屏东县林边中学和仁和、崎峰、竹林、水利、大潭等小学，以及高雄县纳马夏乡师生，共计125人。 在为期6天的夏令营活动期间，交流团一行将与成都市泡桐树小学师生进行交流互动；到省科技馆开展体验活动；前往北川“5·12”地震遗址和新县城参观考察；参访杜甫草堂、武侯祠和熊猫基地，了解古蜀文化，与大熊猫亲密接触。,"南投县,高雄县,屏东县",成都市,马文君,台湾民意代表,,,2010,2010-07-00 00:00:00,6.0,由于南投县和高雄县是2010年921地震灾区，熊猫基地是四川的“明星项目”，希望透过这次的夏令营活动让台湾师生重新认识灾后重建的四川；增进台湾同胞对四川，特别是地震灾区灾后蓬勃发展、欣欣向荣新四川的了解；了解古蜀文化，与大熊猫亲密接触,否,文化旅游；区域规划；社会政策
6月13日上午，泸州市委书记蒋辅义主持召开市委全面深化改革领导小组会议，专题听取该市商务局、市酒发局关于酒业、机械制造业国外考察概况和拓展国外市场情况的汇报。按照泸州市委要求，市商务局、市酒发局将主动适应和把握白酒国际化大趋势，全面提升泸酒开拓创新能力，助力泸酒开拓国际市场。 一是加快国外市场拓展。推广中式生活方式和泸酒文化，培养西方消费群体泸酒消费习惯；发挥国窖会作用，建立东京分会和首尔分会，突出酒文化输出；借助英国、韩国等主流社会人脉资源，推动泸州老窖进入西方主流社会；加快泸州老窖海外经销商和经销网络体系建设，力争“凡华人之所到，必有泸州老窖”。以三年规划为起点，2016年投入1000万元，年均增长20%，把泸州老窖和国窖1573打造成国际顶级白酒品牌，实现国际市场持续纵深发展，以国际市场反哺国内市场。 二是加快泸酒产品创新。创新泸酒产品，主动迎合第二代、第三代华裔和国外年轻消费者饮用习惯；开发赋予中国元素、迎合夜场需求、香味口感可接受的新型白酒、中式鸡尾酒等产品；推动泸州老窖收购俄罗斯酒企，加快俄罗斯市场新品研发步伐；加强与海底捞等跨国中餐企业合作，开发店面现场调制和当地饮料混饮产品；加快与首都酒坊等白酒消费新型场所合作，推广泸酒产品。通过稳定香港、美国、加拿大等成熟市场，开拓欧洲、非洲和东南亚等新兴市场，实现泸州老窖率先突破，发挥泸酒产品国际市场核心竞争优势。 三是加快泸州品牌铸造。发挥泸州浓香型白酒原产地优势，铸造泸州酒区域品牌；强化“酒博会”品牌宣传，邀请境外客商来泸参展；推动泸州酒业协会与境外酒类行业协（商）会合作，扩大行业间、企业间学习考察、合作交流；组织白酒企业抱团参加国外展会，通过举办品鉴会、消费者会员会等，提升泸酒国外市场品牌影响力。,泸州市,东京、首尔等多个国外城市,,,,,2016,2016-07-01 00:00:00,1.0,全面提升泸酒开拓创新能力，助力泸酒开拓国际市场；向外学习先进技术和管理经验，推动泸州白酒产业转型升级,否,宏观经济；贸易金融；劳动就业
7月3日至4日，达州市委副书记、市长包惠带队前往重庆市，考察学习物流园区规划建设、产业发展、经营运行等方面的成功做法和先进经验。包惠强调，达州是川渝鄂陕结合部物资集散地，各级各有关部门要认真学习借鉴重庆以及其它地区的成功经验，大手笔规划建设好物流园区，推动现代物流业快速发展。市委常委、常务副市长段再青，副市长胡杰一同考察。 两天里，包惠一行实地参观考察了重庆西部物流园和秀山（武陵）现代物流园区。 重庆西部物流园位于重庆市沙坪坝西永组团，规划面积33平方公里，项目总投资预计1100亿元，由物流、商贸、城市发展三大版块组成。项目全面投入运营后，可实现年销售额及产值3000亿元以上。在参观了大川国际建材城、重庆重铁巨龙储运有限公司，听取了重庆西部物流园规划、招商项目、优惠政策等情况介绍后，包惠称赞重庆西部物流园规划起点高，建设手笔大，抢占了西部地区现代物流业制高点，给达州提供了有益的参考和借鉴。 位于重庆市秀山土家族苗族自治县的秀山（武陵）现代物流园区是重庆市率先挂牌的市级重点物流园区，以专业市场为核心，铁路物流为重点，仓储配送为依托，集交易、配送、仓储、加工、会展等功能为一体。目前，共有23家企业、15家物流企业、3789家经营户入园经营。在秀山（武陵）现代物流园区，包惠一行先后考察了秀山中药材电子交易中心、武陵名特优农产品总汇、武陵工矿产品交易展示厅和铁路物流园区等，详细询问园区规划建设和开发运作模式，称赞该物流园区规模大、设施齐、功能全、辐射效果好，秀山在发展物流产业方面的成功经验值得学习。 考察中，包惠要求考察团成员要认真学习借鉴重庆在物流产业、专业市场建设方面的发展魄力、崭新理念和成功经验，统筹规划、科学布局，高标准、大手笔推动达州现代物流园区建设，加快建设秦巴地区生产性服务业中心。,达州市,重庆市,包惠,达州市委副书记、市长,段再青,重庆市市委常委、常务副市长,2018,2018-07-03 00:00:00,1.0,考察学习物流园区规划建设、产业发展、经营运行等方面的成功做法和先进经验；高标准、大手笔推动达州现代物流园区建设，加快建设秦巴地区生产性服务业中心,否,区域规划；宏观经济；交通运输
9月14日，省委副书记、省长蒋巨峰率四川省党政代表团，前往河南省感恩致谢，学习考察。在河南省委副书记、省长郭庚茂的陪同下，代表团参观了郑东新区、中铁隧道装备制造有限公司和河南博物院。 “河南正在建设郑州新区，实施郑州开封一体化发展，我想请教三个问题－－新城规划如何规避堵车、水淹、环境污染等问题？新区规划如何解决新型产业形态的支撑？城市组团式发展有哪些经验和不足？”落座郑东新区，蒋巨峰开门见山地就我省规划天府新区正在思考的问题向河南取经。 郭庚茂认为，新区建设最核心的问题就是解决城市化和工业化的良性互动，建立良好的城市形态，既要避免大城市病，又要避免小城镇过多过密。郑州新区的做法是核心带动、节点提升、三化协调、产城互动。 郑东新区分为5个功能区：中央商务区、商住物流区、龙湖区、龙子湖高校园区、科技物流园区。截至2010年底，累计完成固定资产投资987亿元，引进各类金融机构73家，世界500强企业25家。走在郑东新区的核心区，两环高层建筑临湖矗立，内环建筑高80米，外环建筑高120米，郑州国际会展中心、河南艺术中心、千玺广场三大标志性建筑坐落在建筑群中心。蒋巨峰咨询郑东新区的规划建设情况、产业形态，并称赞规划大气，值得四川学习。 中铁隧道装备制造有限公司去年生产盾构机23台，占到全国总产量的三分之一。他们的盾构产品广泛应用于北京、天津、重庆、沈阳、郑州等城市的地铁、市政、水利、核电等工程建设上。代表团走进车间，为郑州地铁订制的3台盾构机正在紧锣密鼓的生产中。蒋巨峰说，国内企业能够在这一领域内拥有自主知识产权，很了不起。 河南是文化资源大省。代表团还考察了河南博物院，博物院绿草成茵，环境幽雅，展厅内部陈列精致，文物数量质量之高，充分体现了源远流长的中原文化特色。据介绍，从上古时候起，地处黄河流域的河南省就是中华民族的发源地之一，境内的洛阳、开封、安阳，都曾是历史上的都城。虽然黄河的泛滥和战争摧毁了人们一次次建立在这里的都城，但他们所创造的无数文化载体却存留了下来。蒋巨峰说，来河南上了一堂生动的历史课，河南在民族文化上的保存、挖掘为中华民族的伟大复兴注入了文化力量。 省委常委、副省长魏宏，省政府秘书长于伟参加考察；河南省委常委、副省长李克，副省长张大卫，省政府秘书长安惠元陪同考察。 （记者 李秋怡）,成都市,郑州市,蒋巨峰,四川省省长,郭庚茂,河南省委副书记、省长,2016,2016-09-14 00:00:00,1.0,方核心带动、节点提升、三化协调、产城互动；城市化和工业化的良性互动；民族文化,否,区域规划；宏观经济；文化旅游；环境保护
为贯彻落实教育部《关于开展校外培训机构专项治理“回头看”活动的通知》、《做好2019年中小学生暑假有关工作的通知》精神，巩固校外培训机构治理成果，进一步规范校外培训机构办学行为，四川省通过“访、问、查、治”等方式开展暑期校外培训机构专项治理行动。。一是明察暗访。派出省级教研专家、记者，通过现场追踪、暗访学生、走访调查、倒查台账等方式，重点对成都、绵阳等地10余家校外培训机构培训内容进行随机暗访，重点暗访学科类培训课程是否到教育行政部门审查备案、培训内容是否存在超前超纲、强化应试等问题，通过四川日报、教育导报公开曝光7家校外培训机构违规办学行为，并督促进行严肃处理。。二是问诊把脉。主动配合省政协将校外培训机构治理工作列入省政协年度调研计划，由省政协副主席亲自带队深入成都、绵阳、遂宁等地实地视察，指导各地持续治理校外培训机构，并组织部分省政协委员赴湖北黄石、青海西宁学习考察，形成视察监督报告；召开省政协“校外培训机构治理情况”视察监督意见反馈会，分管副省长专题汇报，相关厅局回应发言，“问诊把脉”校外培训机构治理工作。。三是联合排查。下发《关于开展假期校外培训机构专项排查的通知》，指导市（州）教育行政部门会同市场监管、公安、消防、民政、人社以及街道、居委会等对辖区内校外培训机构暑假开展情况进行专项排查。同时，会同应急管理厅、省市场监管局、公安厅等部门组成三个检查组，分别对成都、广安、南充、雅安、遂宁、乐山、眉山、自贡、内江等市（州）50余家校外培训机构实地抽查，检查组通过查验办学资质、招生广告、学生登记册、培训内容等，重点对校外培训机构超范围经营、专任教师持有教师资格证情况、所聘外籍教师的资质情况、学科类培训机构有无超纲教学、提前教学、强化应试、虚假招生宣传、消防安全、安全管理等问题，及时摸清问题底数，坚决堵塞校外培训机构风险点。。四是分类治理。针对此次排查出来的无证无照经营、教师无证授课、强化应试、超前超纲、虚假宣传等违规办学行为，采取责令立即停止办学、限期整改等方式分类治理，加强过程监管，及时消除隐患。截至目前，此次专项整治活动中规范校外培训机构100余所，查处无证无照非法经营机构30余所，纠正对外招生宣传以及微信群、qq群、网页等虚假宣传10余所，有效遏制了校外培训机构“死灰复燃”现象，为营造规范健康育人氛围、减轻学生课外负担起到积极作用。,达州市,,杨克宁,达州市市委常委、副市长,,,2013,2013-07-08 00:00:00,1.0,考察了达州市现代物流配送中心和达州市空港公路口岸物流园区规划建设现场,否,区域规划；交通运输
6月17日，正在新疆学习考察的省委副书记、省长蒋巨峰，在乌鲁木齐与新疆维吾尔自治区党委书记张春贤等领导举行会谈。双方表示，四川与新疆同属西部多民族地区，经济互补性强，都面临着西部大开发的重要机遇，合作前景广阔。 新疆维吾尔自治区党委副书记、自治区主席努尔·白克力，自治区党委副书记、新疆生产建设兵团政委车俊等参加会谈。 张春贤说，在四川省委、省政府的带领下，四川人民战胜了前所未有的自然灾害和许多困难，创造了抗震救灾、灾后恢复重建和大灾之后加快发展的奇迹。四川省统筹科学救灾、科学重建、科学发展，推动全省各项事业发展取得重大成就，令人赞赏，值得钦佩。中央新疆工作座谈会以来，新疆进入了发展的新时期新阶段，正在奋力推进科学跨越，后发赶超，各项工作取得了新进展、新突破、新成效。加强新疆与四川的交流合作，符合市场经济规律和区域经济一体化的要求，符合两省区扩大开放的战略。 张春贤希望在以下方面加强与四川的合作：加强能源合作，主要是新疆准东—四川成都±1100千伏特高压直流工程建设；诚挚邀请四川代表团参加第二届中国—亚欧博览会；加强科技、人才和劳务合作，充分发挥四川自主创新能力较强的优势，加强科技人才交流，四川有大量在疆务工人员，希望进一步加强劳务合作；加强旅游合作，在互送客源等方面进行深度合作；加强对口援建经验交流，四川在震后对口援建中积累了很多宝贵经验，建立了一系列有效的体制机制，值得新疆学习借鉴。 蒋巨峰说，四川省经济社会发展取得的成绩与新疆的支持密不可分。特别是在汶川地震发生后，新疆大力支持四川抗震救灾和灾后恢复重建，我代表四川省委、省政府，对自治区党委、政府和新疆人民表示真诚的感谢。 蒋巨峰说，近两年来，新疆经济社会发展取得了辉煌成就，充分体现了新疆贯彻落实科学发展观、优化经济结构所取得的成果，在经济发展过程中取得的好经验、好做法，值得我们学习借鉴。我们为新疆发展取得的成绩深感高兴和振奋。 蒋巨峰表示，四川和新疆两省区经济互补性很强、交流合作由来已久，各自有着众多优势，全方位加大两省区交流合作的前景非常广阔。四川众多企业以及经商人士在新疆有着很好的发展，新疆企业在四川的发展也有了长足进步。希望进一步推进两省区包括与兵团的合作向纵深发展，充分发挥资源、人才、市场、区位等优势，在新一轮西部大开发中，优势互补，互惠互利。 新疆维吾尔自治区领导朱海仑、白志杰、库热西·买合苏提、胡伟、刘晏良，四川省政府秘书长于伟参加会谈。,四川省,新疆维吾尔自治区,蒋巨峰,四川省省委副书记、省长,张春贤,新疆维吾尔自治区党委书记,2011,2011-06-15 00:00:00,3.0,加强能源合作......；加强科技、人才和劳务合作，充分发挥四川自主创新能力较强的优势，加强科技人才交流，四川有大量在疆务工人员，希望进一步加强劳务合作；加强旅游合作，在互送客源等方面进行深度合作,否,区域规划；宏观经济；能源利用；劳动就业；旅游文化；科技通信
9月14日，省委副书记、省长蒋巨峰率四川省党政代表团，前往中原大地河南省感恩致谢，学习考察河南推动科学发展的经验，促进两省交流合作。14日下午，两省在郑州举行经济社会发展情况座谈会。蒋巨峰和河南省委副书记、省长郭庚茂出席座谈会并讲话，河南省委常委、副省长李克主持座谈会。 蒋巨峰鞠躬感谢河南在汶川地震后伸出援手。“这份无疆大爱，我们永远铭记。”蒋巨峰说，四川灾后恢复重建取得了决定性胜利。去年9月底如期实现了中央提出的“三年目标任务两年基本完成”的要求。再过半个月，将全面完成国家重建规划确定的目标任务。通过近三年的努力，灾区发生了脱胎换骨的巨大变化，经济快速发展，社会和谐稳定，重新焕发出蓬勃生机和旺盛活力。 蒋巨峰说，虽然汶川特大地震给四川人民生命财产和经济社会发展造成了巨大损失，但四川经济社会发展的基本面并没有改变，四川作为西部投资首选地的地位越来越凸现。今年以来，面对极其复杂的经济形势，四川牢牢把握“高位求进、加快发展”的工作基调，抢抓灾后恢复重建、西部大开发、成渝经济区建设等重大机遇，全省经济继续保持了向好发展的态势。 蒋巨峰说，四川、河南两省都有很丰富的资源，良好的产业基础，经济互补性很强。对口援建又进一步加深了两省交流合作的感情基础。蒋巨峰对两省进一步合作提出三点建议：一是推动对口支援向长期合作转变；二是加强两省经济合作交流；三是加强两省高层互访互动。 郭庚茂代表河南省委省政府对四川省党政代表团的到来表示欢迎。他说，汶川地震发生后，河南伸出援手，完成了中央下达的各项任务，灾区发生了巨大变化，由衷地感到高兴。河南的干部在灾区得到了锻炼，群众得到了教育，也借此机会，表示感谢。 郭庚茂说，河南是全国第一人口大省、全国农业大省、全国重要的经济大省和新兴工业大省、全国有影响的文化大省，又地处中部之中。四川是“天府之国”，在抢抓新一轮西部大开发等重大战略机遇，应对国际金融危机，大力推进成渝经济区和成都市统筹城乡综合配套改革试验区建设，打造西部经济发展高地等方面取得了巨大成就。四川人民在特大自然灾害面前表现出的宝贵精神值得学习，在“高位求进、加快发展”中创造的宝贵经验值得借鉴。 四川省委常委、副省长魏宏，省政府秘书长于伟；河南省副省长张大卫、省政府秘书长安惠元出席座谈会。 （记者 李秋怡）,绵阳市,郑州市,蒋巨峰,四川省省委副书记、省长,郭庚茂,河南省委副书记、省长,2010,,,学习考察河南推动科学发展的经验，促进两省交流合作；汶川地震发生后，河南伸出援手；,否,宏观经济；应急事件；
根据四川省旅游发展委关于《办好2019年部分重要旅游节会活动的通知》（川旅发〔2018〕112号）精神，2019年四川国际文化旅游节将于2019年6月-8月期间在我市举办。为全力确保该活动成功举办，我市高度重视、及时部署，第一时间启动相关筹备工作。 四川国际文化旅游节是四川省旅游领域最具影响力的节会活动之一，也是中国西部旅游高端专业的国际性旅游节会，每届的举办地都将成为全省、全国乃至国际旅游界关注的中心。在众多竞争市州之中，自贡以其独特的文旅资源、朝气蓬勃的旅游发展态势以及2018四川国际文化旅游节分会场成功举办的良好收效，争取到2019四川国际文化旅游节举办地，市委、市政府高度重视，李刚书记、树平市长分别做出指示，要高度重视活动筹备工作，做到早部署、早安排，倒排工期，挂图作战。市委常委、宣传部部长唐杰，市委常委、副市长杨智艳亲自审阅总体方案，专题研究布置相关工作。 按照市委市政府工作要求，为切实推进各项筹备工作，市旅发委主任邓玲带队先后前往绵阳市、德阳市学习考察2018年国际文化旅游节、第六届四川温泉旅游节，就举办模式、资金筹措、特色亮点等与举办方做了深入交流学习。市旅发委、市商务局、市文广新局、大安区政府等主要承办单位迅速行动，积极主动参与到各项筹备工作中，结合实际就活动举办提出了建议意见。在充分借鉴兄弟市州活动经验和我市“2018四川国际文化旅游节分会场——华侨城·自贡国际恐龙灯光节”举办成果基础上，市旅发委牵头相关单位，提出了2019四川国际文化旅游节总体概念性方案，并按程序报经省文化和旅游厅、市委、市政府相关领导审示完善，拟于近期向省文化和旅游厅专题汇报活动筹备情况，听取建议意见。待概念性方案修定完善后，将经招投标确定策划公司修定编制最终方案。 四川国际文化旅游节作为全省最重要的国际性会节活动，旨在以节为媒，促进旅游与文化的深度融合，提升四川形象，打造举办地文化旅游品牌，积极推进四川融入国家“一带一路”发展战略，全面推进旅游强省和世界旅游目的地建设。我市作为2019年四川国际旅游节举办地，是顺应新形势下全域旅游发展的需求，将有力推动我市旅游经济增长，促进我市旅游基础设施和旅游环境质量提升，有力提高自贡“盐龙灯食”四张旅游名片的美誉度和知名度。,自贡市,绵阳市,邓玲,自贡市文化旅游和商务局局长,,,,,,筹备2019年四川国际文化旅游节,否,文化旅游；财政
9月1日上午，率四川省党政代表团在浙江学习考察的省委书记王东明，在杭州会见了长三角地区部分知名企业、商协会负责人。 王东明说，长三角地区是我国改革开放前沿，也是四川开放合作的重点区域之一。四川是中国的经济大省、人口大省、资源大省和科教大省，经济社会发展态势良好，已经成为国际国内投资的热点地区。特别是四川正处于工业化、城镇化“双加速”时期和要素驱动为主向创新驱动为主转变的关键时期，又面临国家深入实施西部大开发战略、布局建设成渝经济区，规划建设“一带一路”及长江经济带等重大机遇；在党中央、国务院的关心支持下，天府新区已上升成为国家级新区、成都新机场获批立项建设、绵阳科技城享受中关村先行先试政策、成都高新区获批国家自主创新示范区，等等。这些都为四川经济社会持续健康较快发展注入了新的动力与活力。 王东明表示，我们期待进一步深化与长三角地区的交流合作，热忱欢迎长三角地区工商界朋友来川投资兴业，积极参与四川优势产业提升、创新驱动发展、消费市场升级和全面深化改革，更好地与四川开展全方位多领域合作，共享发展机遇、实现互利共赢。我们将致力于打造公平竞争的市场环境、公正透明的法治环境、宽松优惠的政策环境、高效廉洁的政务环境，让大家在四川放心创业、舒心生活。 正泰集团董事长南存辉、太平洋建设集团创始人严介和、美中贸易全国委员会上海首席代表彭捷宁、娃哈哈集团董事长宗庆后、摩根大通银行中国区总裁高培德等表示，四川是中国西部地区的龙头省份，发展势头良好、产业体系完备、科教实力较强，特别是投资环境优越，是长三角地区企业投资布局的重点地区之一，许多入川发展的长三角地区企业都已取得良好的业绩。此次四川省党政代表团前来浙江考察访问，给我们提供了一次与四川有关地区和部门近距离接触、面对面交流的宝贵机会，也更加坚定了我们加强与四川合作的信心。我们愿意立足已有合作基础，更好地发挥自身优势，不断扩大在川投资规模、拓展合作领域，带动更多企业入川发展，为四川经济社会发展作出更大贡献。 省领导吴靖平、甘霖和成都市市长唐良智会见时在座。苏宁云商集团、康恩贝集团、霍尼韦尔、联邦快递、可口可乐、杜邦公司、如新集团、帝亚吉欧、仲量联行以及上海、江苏、安徽、浙江四川商会负责人参加会见。 （记者 张宏平）,眉山市,上海市,罗佳明,眉山市市委副书记、市长,沈晓明,浙江省委常委、常务副省长,2019,2019-06-06 00:00:00,1.0,就“运动眉山”建设与“全域旅游”发展等进行调研考察；探访了宁波高新区、宁海县的“运动员公寓”，考察了长三角数字经济助力新型城镇化建设现场会；,是,区域规划；文化旅游；数字政府；
